行政區,路權單位,申挖種類,工程類型,鋪面,修復管理費,路面修復費,施工期限_起,施工期限_止,施工面積,修復面積,施工地點
平鎮區,工務局,一般,孔蓋昇降,柏油,1920,33411,104/03/31,104/04/03,24,90.3,平鎮區縣道：113號(線)道路17公里+270公尺至17公里+499公尺[平鎮區中豐路27號至103巷口間。]
觀音區,觀音區,一般,新設,柏油,256,0,104/04/01,104/04/04,3.2,0,觀音區坑尾里10鄰坑尾67-12號[路面加封=5.7*3.5=19.95]
觀音區,觀音區,一般,新設,柏油,1280,0,104/04/15,104/04/18,16,0,觀音區草新里五福一街33號[路面加封=7.2*3.5*3+5.1*3.5*7=200.55]
龜山區,工務局,一般,搶修,柏油,1200,7400,104/02/26,104/02/27,15,20,龜山區光峰路92號至光峰92號[光峰路92號]
龜山區,龜山區,一般,搶修,柏油,1241,6086,104/02/24,104/02/25,15.51,16.45,龜山區光明路248巷至光明248巷[光明街248巷口]
大園區,大園區,一般,新設,柏油,480,0,104/04/24,104/04/27,6,0,大園區果林里三民路2段360號[人行道路面修復=2.7*2=5.4]
龜山區,龜山區,一般,搶修,柏油,448,3626,104/02/24,104/02/25,5.6,9.8,龜山區信義街20號至信義街20號
平鎮區,工務局,一般,新設,柏油,192,6864,104/04/20,104/04/23,2.4,18.55,平鎮區鄉道：桃78號(線)道路1公里+600公尺至1公里+600公尺[復旦路2段258號]
桃園區,工務局,一般,搶修,柏油,768,5920,104/02/26,104/02/27,9.6,16,桃園區南平路至永安北
蘆竹區,工務局,一般,搶修,柏油,840,11100,104/02/26,104/02/27,10.5,30,蘆竹區鄉道：桃15號(線)道路3公里+0公尺至3公里+0公尺[蘆竹區富國路二段232號]
龜山區,工務局,一般,搶修,柏油,517,4532,104/02/24,104/02/25,6.46,12.25,龜山區光峰路56號至光峰56號[光峰路56號]
桃園區,工務局,一般,搶修,柏油,1137,10878,104/02/25,104/02/26,14.21,29.4,桃園區鄉道：桃17號(線)道路5公里+700公尺至5公里+700公尺[桃園區同安街592號]
桃園區,工務局,一般,檢修,柏油,512,15360,104/03/30,104/04/02,6.4,16,桃園區大興路2-1號至大興2-1號[右側紅磚道]
龜山區,工務局,一般,搶修,柏油,1146,11655,104/02/25,104/02/26,14.32,31.5,龜山區鄉道：桃11號(線)道路1公里+875公尺至1公里+875公尺
龍潭區,龍潭區,一般,新設,柏油,960,37740,104/03/17,104/03/20,12,102,龍潭區佳安西路4巷202弄5號至佳安西4巷202弄5號
龍潭區,龍潭區,一般,新設,柏油,256,6660,104/03/17,104/03/20,3.2,18,龍潭區龍華路242巷21弄2號至龍華242巷21弄2號
龍潭區,工務局,一般,新設,柏油,256,4440,104/04/21,104/04/24,3.2,12,龍潭區東龍路418號至東龍418號
蘆竹區,蘆竹區,一般,新設,柏油,5120,119880,104/04/17,104/04/20,64,324,蘆竹區中興路553巷[中興路553巷]
龍潭區,龍潭區,一般,新設,柏油,768,25900,104/03/17,104/03/20,9.6,70,龍潭區五龍街1號至1號
龍潭區,龍潭區,一般,新設,柏油,1408,71040,104/03/17,104/03/20,17.6,192,龍潭區百福街68巷38號至百福街68巷38號
中壢區,工務局,一般,檢修,柏油,224,9065,104/04/20,104/04/23,2.8,24.5,中壢區中華路二段501號至中華二段501號[NL2455150]
龍潭區,龍潭區,一般,新設,柏油,384,23680,104/03/17,104/03/20,4.8,64,龍潭區[龍潭區武中路423巷口]
龜山區,工務局,一般,新設,柏油,256,8418,104/03/29,104/04/01,3.2,22.75,龜山區南上路216號
中壢區,工務局,一般,新設,柏油,256,6475,104/04/09,104/04/12,3.2,17.5,中壢區仁美里榮民南路320號至榮民南320號
中壢區,工務局,一般,新設,柏油,256,6475,104/04/09,104/04/12,3.2,17.5,中壢區芝巴里文德路2號至文德2號[(高鐵南路二段與文德路口挖文德路)]
桃園區,工務局,一般,新設,柏油,256,9324,104/03/28,104/03/31,3.2,25.2,桃園區昆明路6號[旁]
蘆竹區,蘆竹區,一般,新設,柏油,320,6216,104/03/28,104/03/31,4,16.8,蘆竹區南山路1段349巷8號[1-2樓]
桃園區,工務局,一般,新設,柏油,704,5106,104/08/22,104/08/25,8.8,13.8,桃園區健行路14號[斜對面]
中壢區,工務局,一般,新設,柏油,1152,23310,104/03/30,104/04/03,14.4,63,中壢區中央里中央東路50號至中央東50號[(旁邊)]
中壢區,中壢區,一般,新設,柏油,192,8880,104/04/07,104/04/10,2.4,24,中壢區興平里中豐路路49巷25號至中豐路49巷25號[對]
中壢區,中壢區,一般,新設,柏油,4480,106560,104/03/20,104/03/24,56,288,中壢區光明里光輝二街21號至光輝二街21號[(光輝五街2-12號)]
桃園區,桃園區,一般,新設,柏油,576,15540,104/04/27,104/04/30,7.2,42,桃園區漢中路121號[桃園區漢中路121號]
蘆竹區,工務局,一般,新設,柏油,256,5180,104/04/17,104/04/20,3.2,14,蘆竹區中興路553巷[蘆竹區中興路553巷(張朝景集合住宅)]
桃園區,桃園區,一般,新設,柏油,2560,74000,104/04/07,104/04/10,32,200,桃園區中山路956巷152弄1號[旁]
桃園區,桃園區,一般,抽換,柏油,8192,236800,104/03/27,104/03/31,102.4,640,桃園區鎮三街114號至鎮三街144號
大園區,大園區,一般,搶修,柏油,160,7492,104/02/26,104/02/26,2,20.25,大園區沙崙里[沙崙117-1號]
桃園區,桃園區,一般,抽換,柏油,8320,250120,104/03/26,104/03/30,104,676,桃園區鎮三街52號至鎮三街92號
平鎮區,平鎮區,一般,新設,柏油,12320,680800,104/04/30,104/05/03,154,1840,平鎮區中正三路至龍平
八德區,八德區,一般,新設,柏油,192,11840,104/03/25,104/03/28,2.4,32,八德區仁德一路[與仁德二路交叉口]
桃園區,工務局,一般,孔蓋昇降,柏油,144,7122,104/04/12,104/04/15,1.8,19.25,桃園區大興西路1段333-1號[對面]
龍潭區,龍潭區,一般,新設,柏油,4480,143190,104/03/17,104/03/20,56,387,龍潭區建國路130巷18號至建國130巷18號
中壢區,中壢區,一般,孔蓋昇降,柏油,320,8584,104/04/07,104/04/11,4,23.2,中壢區青溪路二段0號至青雲0號[中壢區青溪路一段、青雲路口。]
楊梅區,工務局,一般,新設,柏油,567106,5543392,104/04/14,105/11/04,7088.82,14982.14,楊梅區新農街549號至梅獅一段157號
大園區,大園區,一般,新設,柏油,160,6660,104/03/28,104/03/31,2,18,大園區致遠街至致遠街
大園區,大園區,一般,新設,柏油,80,6660,104/03/22,104/03/25,1,18,大園區五權里[大園五權里1鄰三塊厝]
龍潭區,龍潭區,一般,搶修,柏油,640,11840,104/02/25,104/02/25,8,32,龍潭區五福路315號至五福街315號
龜山區,龜山區,一般,搶修,柏油,96,1295,104/02/16,104/02/16,1.2,3.5,龜山區忠誠街24巷2號至忠誠街24巷2號[旁]
龜山區,工務局,一般,孔蓋昇降,柏油,144,2590,104/04/24,104/04/27,1.8,7,龜山區縣道：105號(線)道路15公里+110公尺至15公里+112公尺[復興一路與復興北路口]
桃園區,工務局,一般,搶修,柏油,521,5180,104/02/21,104/02/22,6.51,14,桃園區中山路至永樂街[桃園區中山路43號前]
桃園區,桃園區,一般,檢修,柏油,576,14985,104/04/06,104/04/09,7.2,40.5,桃園區中埔六街127號至中埔六街129號[共修管3處]
平鎮區,平鎮區,一般,新設,柏油,448,9842,104/04/13,104/04/15,5.6,26.6,平鎮區中豐路山頂段27號[旁工地]
八德區,八德區,一般,搶修,柏油,202,11840,104/02/25,104/02/25,2.52,32,八德區廣隆街124巷9號至廣隆街124巷9號
八德區,八德區,一般,搶修,柏油,281,8880,104/02/25,104/02/25,3.51,24,八德區福僑街58巷32號至福僑街58巷32號
中壢區,中壢區,一般,新設,柏油,192,5920,104/04/07,104/04/11,2.4,16,中壢區志廣路31號
大園區,大園區,一般,搶修,柏油,320,7492,104/02/24,104/02/24,4,20.25,大園區五權里[下埔13-1號]
觀音區,工務局,一般,搶修,柏油,547,4921,104/02/19,104/02/20,6.84,13.3,觀音區鄉道：桃38號(線)道路0公里+600公尺至0公里+604公尺[白玉里中興路18鄰260號前]
大溪區,工務局,一般,新設,柏油,20800,336700,104/04/13,104/04/17,260,910,大溪區縣道：112號(線)道路27公里+93公尺至27公里+353公尺[仁和路二段(英業達街氣)]
大園區,大園區,一般,搶修,柏油,320,7492,104/02/19,104/02/19,4,20.25,大園區沙崙里111-3號
大園區,大園區,一般,搶修,柏油,720,8325,104/02/18,104/02/18,9,22.5,大園區北港里自立二街18-3號
楊梅區,楊梅區,一般,新設,柏油,640,31080,104/03/18,104/03/20,8,84,楊梅區楊新北路188巷22號至楊新北188巷22號[附近]
蘆竹區,蘆竹區,一般,檢修,柏油,192,6660,104/04/22,104/04/25,2.4,18,蘆竹區大新路610巷12號至大新路610巷12號
中壢區,中壢區,一般,新設,柏油,1088,56240,104/03/17,104/03/21,13.6,152,中壢區中山里榮安十二路8號至榮安十二10號
中壢區,中壢區,一般,遷移,柏油,1792,64750,104/03/17,104/03/21,22.4,175,中壢區龍興里龍岡路2段357巷22弄11衖1號至龍岡2段357巷22弄11衖1號[旁]
中壢區,中壢區,一般,其它,柏油,384,14800,104/03/17,104/03/21,4.8,40,中壢區信義里福州路168號至福州168號[前]
楊梅區,楊梅區,一般,遷移,柏油,160,8880,104/03/18,104/03/20,2,24,楊梅區梅高路120巷2弄76號至梅高120巷2弄76號
中壢區,中壢區,一般,新設,柏油,128,4440,103/04/13,104/04/17,1.6,12,中壢區龍福路380號[380號旁]
平鎮區,平鎮區,一般,新設,柏油,864,37000,104/04/14,104/04/17,10.8,100,平鎮區廣德街78巷16號
觀音區,觀音區,一般,新設,柏油,128,0,104/05/12,104/05/15,1.6,0,觀音區樂群街與建國路交叉口號[路面加封=6.7*3.5=23.45]
平鎮區,平鎮區,一般,搶修,柏油,319,15318,104/02/21,104/02/21,3.99,41.4,平鎮區平東路239巷26號至平東239巷26號
楊梅區,楊梅區,一般,新設,柏油,400,17760,104/03/18,104/03/20,5,48,楊梅區金山街298巷20號至金山298巷20號[附近]
楊梅區,楊梅區,一般,新設,柏油,240,12950,104/03/18,104/03/20,3,35,楊梅區民權路2號至民權2號[附近]
觀音區,觀音區,一般,新設,柏油,304,0,104/05/27,104/05/30,3.8,0,觀音區二聖路431巷與431巷22弄交叉口號[路面加封=5.1*3.5=17.85]
八德區,八德區,一般,新設,柏油,448,14800,104/03/25,104/03/28,5.6,40,八德區豐田五街20號
八德區,八德區,一般,新設,柏油,192,11840,104/03/28,104/03/31,2.4,32,八德區東勇街558號[申挖：東勇街560巷]
桃園區,桃園區,一般,新設,柏油,1216,56240,104/04/11,104/04/14,15.2,152,桃園區春日路1434巷121號[旁]
中壢區,中壢區,一般,搶修,柏油,173,4440,104/02/15,104/02/15,2.16,12,中壢區永華街17巷至永華街17巷
桃園區,工務局,一般,新設,柏油,192,8418,104/03/28,104/03/31,2.4,22.75,桃園區縣道：110號(線)道路18公里+594公尺至18公里+594公尺[桃園區桃鶯路439-2號]
龜山區,龜山區,一般,新設,柏油,998,13468,104/04/27,104/04/30,12.48,36.4,龜山區東舊路街118巷
中壢區,中壢區,一般,搶修,柏油,86,8880,104/02/17,104/02/17,1.08,24,中壢區仁和街18號至仁和街18號
桃園區,工務局,一般,新設,柏油,832,18500,104/03/30,104/04/02,10.4,50,桃園區鄉道：桃11號(線)道路10公里+820公尺至10公里+830公尺[桃園區成功路三段環保公園旁]
中壢區,中壢區,一般,新設,柏油,1408,55500,104/03/17,104/03/21,17.6,150,中壢區復華里復華路186巷17弄22號至復華186巷17弄22號
八德區,八德區,一般,其它,柏油,528,22200,104/06/26,104/06/29,6.6,60,八德區大興路路160號至大興路160號[之1]
中壢區,中壢區,一般,新設,柏油,1472,55500,104/03/17,104/03/21,18.4,150,中壢區復華里長興街150巷至復華街186巷61號
大園區,大園區,一般,新設,柏油,2080,56610,104/04/16,104/04/20,26,153,大園區致祥三街[和高鐵南路一段口]
中壢區,中壢區,一般,新設,柏油,768,25900,104/03/17,104/03/22,9.6,70,中壢區三民里中正路1166巷至中正1166巷[五權下三座屋31號前旁]
中壢區,中壢區,一般,其它,柏油,1472,35520,104/03/17,104/03/21,18.4,96,中壢區青埔里青埔二街100號至青埔二街100號[後面青埔三街]
桃園區,工務局,一般,孔蓋昇降,柏油,640,9065,104/04/13,104/04/16,8,24.5,桃園區經國路13號[對面]
中壢區,中壢區,一般,新設,柏油,2048,81918,104/04/14,104/04/17,25.6,221.4,中壢區內厝里大享街470號至內厝五[口旁]
蘆竹區,工務局,一般,新設,柏油,2240,60865,104/04/27,104/04/30,28,164.5,蘆竹區南工路[和中正北路口]
中壢區,工務局,一般,其它,柏油,2112,33300,104/04/15,104/04/18,26.4,90,中壢區縣道：113號(線)道路12公里+515公尺至12公里+545公尺
蘆竹區,蘆竹區,一般,新設,柏油,1536,51060,104/03/30,104/04/02,19.2,138,蘆竹區南山路一段349巷7號
中壢區,中壢區,一般,新設,柏油,64,5920,104/03/17,104/03/21,0.8,16,中壢區幸福里延平路90巷100號至延平90巷100號
平鎮區,工務局,一般,搶修,柏油,2842,19092,104/02/16,104/02/17,35.52,51.6,平鎮區縣道：112號(線)道路20公里+330公尺至20公里+330公尺[平鎮區環南路三段120號]
中壢區,中壢區,一般,新設,柏油,896,35520,104/03/17,104/03/21,11.2,96,中壢區普義里溪州三街63號至溪州三街67號[對面]
中壢區,工務局,一般,新設,柏油,448,9065,104/04/15,104/04/18,5.6,24.5,中壢區鄉道：桃42號(線)道路1公里+657公尺至1公里+658公尺[中壢區月桃路407巷口]
中壢區,中壢區,一般,新設,柏油,1728,32190,104/03/17,104/03/21,21.6,87,中壢區月眉里月桃路407巷至月桃407巷
大溪區,大溪區,一般,搶修,柏油,400,6660,104/02/19,104/02/20,5,18,大溪區仁德二街23號至仁德二街23號
龜山區,工務局,一般,新設,柏油,768,17482,104/04/01,104/04/04,9.6,47.25,龜山區民生北路1段121號
大溪區,大溪區,一般,搶修,柏油,320,5180,104/02/16,104/02/16,4,14,大溪區登龍路15號至登龍路15號
觀音區,觀音區,一般,新設,柏油,192,0,104/05/18,104/05/21,2.4,0,觀音區藍埔里4鄰樹子腳28-36號[路面加封=3.6*3.5=12.6]
觀音區,觀音區,一般,新設,柏油,128,0,104/04/01,104/04/04,1.6,0,觀音區保障里8鄰草漯54-1號[路面加封=4.2*3.5=14.7]
觀音區,觀音區,一般,新設,柏油,128,0,104/04/01,104/04/04,1.6,0,觀音區新坡里19鄰新坡55-1號[路面加封=3*3.5=10.5]
中壢區,中壢區,一般,新設,柏油,128,11840,104/03/30,104/04/02,1.6,32,中壢區幸福里福壽十一街20號至福壽十一街20號
中壢區,中壢區,一般,新設,柏油,128,11840,104/03/27,104/03/31,1.6,32,中壢區普義里溪洲三街69號至溪洲三街69號[(對面)]
中壢區,中壢區,一般,新設,柏油,192,11840,104/03/27,104/03/31,2.4,32,中壢區青埔里青埔四街280號至青埔四街280號[(旁邊)]
中壢區,中壢區,一般,新設,柏油,128,14800,104/04/02,104/04/05,1.6,40,中壢區復華里長興街30號至長興街30號[(旁邊)]
中壢區,中壢區,一般,新設,柏油,192,11840,104/04/02,104/04/05,2.4,32,中壢區洽溪里文智路156號至文智156號[(旁邊)]
中壢區,中壢區,一般,新設,柏油,448,11840,104/04/07,104/04/10,5.6,32,中壢區洽里文安街15號至文安街15號[(對面)]
楊梅區,楊梅區,一般,搶修,柏油,720,12580,104/02/17,104/02/18,9,34,楊梅區裕成路路188號
桃園區,工務局,一般,搶修,柏油,273,5180,104/02/12,104/02/16,3.41,14,桃園區大興路184號至大興184號
楊梅區,楊梅區,一般,新設,柏油,320,11840,104/08/17,104/08/20,4,32,楊梅區青年路二段88號[楊梅區青年路二段88號斜對面。]
龍潭區,龍潭區,一般,搶修,柏油,320,5920,104/02/17,104/02/17,4,16,龍潭區中興路九龍段129巷135弄56號至中興路九龍段129巷135弄56號[龍潭區九座寮45-5號(中興路九龍段129巷135弄56號)附近]
大園區,大園區,一般,新設,柏油,240,7492,104/03/30,104/04/02,3,20.25,大園區橫峰里大豐二街45號至大豐二街45號[(對面)]
中壢區,中壢區,一般,新設,柏油,2784,97902,104/04/13,104/04/17,34.8,264.6,中壢區洽溪路0號至永順一街0號[中壢區洽溪路、永順一街口。]
中壢區,工務局,一般,新設,柏油,384,10101,104/04/14,104/04/18,4.8,27.3,中壢區洽溪路0號至永順一街0號[中壢區洽溪路、永順一街口。]
龜山區,工務局,一般,搶修,柏油,280,4532,104/02/16,104/02/17,3.5,12.25,龜山區光峰路自強北路口號至光峰自強北路口號
龜山區,龜山區,一般,搶修,柏油,336,4532,104/02/15,104/02/16,4.2,12.25,龜山區光華路2段45號至光華2段45號[光華路二段45號]
平鎮區,平鎮區,一般,搶修,柏油,173,16058,104/02/16,104/02/17,2.16,43.4,平鎮區賦梅路二段53巷[口]
平鎮區,工務局,一般,搶修,柏油,192,4403,104/02/16,104/02/16,2.4,11.9,平鎮區北勢里和平路4號
中壢區,中壢區,一般,新設,柏油,192,11520,104/04/07,104/04/11,2.4,12,中壢區環北路86號[86號旁]
桃園區,桃園區,一般,新設,柏油,1664,0,104/04/06,104/04/16,20.8,0,桃園區鎮一街至鎮四街[朝陽街、鎮撫街、鎮一街、鎮二街、鎮三街、鎮四街]
龍潭區,龍潭區,一般,搶修,柏油,120,4440,104/02/16,104/02/16,1.5,12,龍潭區五福街46巷至五福街46巷[龍潭區五福街46巷口]
大溪區,工務局,一般,搶修,柏油,480,10360,104/02/14,104/02/15,6,28,大溪區鄉道：桃64號(線)道路2公里+300公尺至2公里+303公尺[大溪區南興2-2號(桃64鄉道2K+300M)]
中壢區,工務局,一般,新設,柏油,4736,138070,104/08/17,104/08/21,59.2,355,中壢區鄉道：桃42號(線)道路1公里+714公尺至1公里+785公尺[中壢區環溪三街、永裕路口。]
中壢區,中壢區,一般,孔蓋昇降,柏油,640,11840,104/04/07,104/04/11,8,32,中壢區民權路0號[中壢區民權路，中新東路及中明路口共2處。]
觀音區,觀音區,一般,新設,柏油,64,0,104/03/30,104/04/02,0.8,0,觀音區仁德街201號至仁德街201號[觀音區仁德街201號旁。]
八德區,工務局,一般,新設,柏油,8832,121730,104/04/14,104/04/17,110.4,329,八德區豐田三路88號[豐德一路口往豐德二路方向挖掘]
八德區,八德區,一般,檢修,柏油,640,22200,104/04/28,104/05/01,8,60,八德區桃鶯路宏福巷1弄2衖5號至桃鶯路宏福巷1弄2衖[口]
楊梅區,工務局,一般,孔蓋昇降,柏油,112,3885,104/03/18,104/03/21,1.4,10.5,楊梅區新農街400號至新農街400號[NL2497019]
中壢區,工務局,一般,搶修,柏油,250,7252,104/02/14,104/02/14,3.12,19.6,中壢區縣道：114號(線)道路21公里+730公尺至21公里+730公尺[中壢里中山路299號與301號]
